"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-07-06","96.2","-1.59","5.65","Suzuki, Seiya",673548,694335,"home_run","hit_into_play",,,,,2,"Seiya Suzuki homers (25) on a fly ball to right center field.","R","R","R","CHC","STL","X",,"fly_ball",2,1,2025,"-0.49","0.87",0.046866930176625965,2.8729339059191235,,,,2,5,"Bot",178.03,43.65,,,,,5.508685481567285,-140.24417644400026,-3.880184795335662,-7.610377940924358,25.831764896571364,-20.006605362569825,3.2,1.44,405,"106.1",27,"97.8",2215,"6.7",777219,686780,575929,680977,695336,691026,663457,641658,676475,"53.83",0.831,1.6490338983050845,"2",1,0,3,6,49,4,"4-Seam Fastball",10,0,10,0,0,11,11,0,"Standard","Standard",224,"0.001","2.559","77.1","6.8",3.255,"-2.559","106.1",10,10,0.998,0.998,26,30,26,31,2,3,2,1,3,2,"1.55","0.49","0.49","32.2",7.235268760739801,4.4681248911875056,26.21440199874034,37.595244087809604,30.41554861427649
"KC","2025-04-06","85.3","-1.4","6.53","Merrill, Jackson",701538,676962,"home_run","hit_into_play",,,,,5,"Jackson Merrill homers (3) on a fly ball to center field. Manny Machado scores.","R","L","R","CHC","SD","X",,"fly_ball",1,0,2025,"0.41","-0.41",0.11059279345487044,2.606194362882495,,,592518,2,4,"Top",105.98,37.02,,,,,2.7424501244204387,-124.40279368658511,-2.2207820796716558,3.7975357043669855,22.465642132005833,-36.205705170096074,3.49,1.63,404,"106.1",29,"86.2",2405,"6.5",778430,608348,457759,663538,807713,621020,664023,691718,663656,"54",0.822,1.6544473684210526,"2",1,0,3,6,40,2,"Knuckle Curve",7,3,3,7,5,7,5,7,"Standard","Standard",59,"-0.121","2.191","71.3","7.2",3.26,"-2.191","106.1",4,-4,0.895,0.10499999999999998,25,22,26,22,3,2,6,1,6,30,"3.5","-0.41","0.41","48.3",4.045788494394471,0.817482252219618,33.28871567302663,39.363998905812316,29.87926090493304
"KC","2025-07-21","85.6","-1.38","6.68","Caglianone, Jac",695506,676962,"home_run","hit_into_play",,,,,4,"Jac Caglianone homers (5) on a line drive to left center field.","R","L","R","CHC","KC","X",,"line_drive",1,2,2025,"0.09","-0.33",-0.5984107174802321,2.143560266990058,,,,2,2,"Top",50.7,72.94,,,,,1.667290145491175,-124.75960014517588,-3.890239205355722,0.7132753141569749,21.537863415525447,-35.121411787150706,3.34,1.53,363,"106.1",20,"86.6",2140,"6.5",777065,608348,683737,663538,807713,621020,664023,673548,663656,"54.01",0.585,0.9753409090909091,"2",1,0,3,6,9,4,"Knuckle Curve",0,0,0,0,1,0,1,0,"Infield shade","Standard",67,"-0.11","2.674","79.1","7.6",1.811,"-2.674","106.1",0,0,0.543,0.45699999999999996,25,22,26,22,1,0,28,1,6,1,"3.39","-0.09","0.09","49.6",5.164764059268846,6.559440962875136,25.43447982941768,47.39309958552326,25.73299304529771
"SL","2025-07-05","88","-1.41","6.46","Pozo, Yohel",650968,641745,"home_run","hit_into_play",,,,,4,"Yohel Pozo homers (3) on a fly ball to left field. Lars Nootbaar scores. Nolan Gorman scores.","R","R","R","CHC","STL","X",,"fly_ball",3,2,2025,"0.32","-0.22",-0.6703204763028618,2.0434801948020316,663457,,669357,1,8,"Top",20.49,64.83,,,,,1.126266402508447,-128.16059384187082,-4.1730869829400925,3.3753269979020732,25.070258437266244,-34.00515818578009,3.27,1.41,419,"105.9",34,"87.7",2708,"5.9",777229,608348,683737,663538,807713,621020,664023,691718,663656,"54.55",0.724,1.4596249999999997,"2",1,0,3,6,70,6,"Slider",5,5,5,5,8,5,8,5,"Standard","Standard",83,"-0.273","1.164","75.4","7.8",2.879,"-1.164","105.9",0,0,0.351,0.649,29,28,30,28,1,0,3,1,5,1,"3.15","-0.32","-0.32","49.2",15.24781303961893,-17.988749507435614,35.64151209866877,32.317203436688295,42.127589771280846
"FF","2025-09-05","92.1","-2.33","5.74","Swanson, Dansby",621020,663623,"home_run","hit_into_play",,,,,2,"Dansby Swanson homers (22) on a fly ball to center field. Nico Hoerner scores. Willi Castro scores.","R","R","R","CHC","WSH","X",,"fly_ball",1,2,2025,"-0.82","1.3",0.09425691170616346,3.5231398082882825,,663538,650489,2,1,"Bot",86.73,31.76,,,,,8.030111278452802,-133.8651517639186,-2.6178465671667963,-11.586180820627046,30.288903633369284,-16.20345850291582,3.55,1.66,424,"105.8",29,"93.1",2448,"7",776455,656180,665953,671277,691781,682928,695578,690987,695734,"53.45",0.822,1.6544473684210526,"2",1,0,3,6,10,5,"4-Seam Fastball",2,0,2,0,0,5,5,0,"Standard","Standard",225,"0.176","1.754","71.9","6.9",3.26,"-1.754","105.8",2,2,0.719,0.719,28,31,28,31,1,0,6,2,5,1,"1.4","0.82","0.82","29.0",15.85966126495925,3.149376554338093,28.188005782115088,36.83550374591984,33.38870911484106
"FF","2025-07-18","93.5","-1.08","6.53","Suzuki, Seiya",673548,608337,"home_run","hit_into_play",,,,,12,"Seiya Suzuki homers (26) on a fly ball to center field. Michael Busch scores. Kyle Tucker scores.","R","R","R","CHC","BOS","X",,"fly_ball",0,0,2025,"-0.31","1.38",0.3728543947565975,3.2719537376544947,,683737,663656,0,1,"Bot",101.51,44.04,,,,,4.4497936890719645,-135.9798228832242,-5.693913000860422,-4.868991436816248,30.483823456452015,-13.955818936571797,3.12,1.39,389,"105.7",26,"93.8",2214,"6.5",777101,665966,647351,691785,608324,596115,680776,678882,677800,"53.98",0.813,1.6162280701754383,"2",1,0,3,6,6,1,"4-Seam Fastball",0,0,0,0,0,3,3,0,"Standard","Standard",205,"0.169","0.965","76.2","6.9",3.176,"-0.965","105.7",0,0,0.636,0.636,30,30,31,31,1,0,9,5,5,1,"1.23","0.31","0.31","58.1",10.68539787261142,-3.120143942992574,21.503827738684322,42.40320162337154,34.98239600182145
"SL","2025-04-09","88.6","-1.08","5.61","Seager, Corey",608369,663878,"home_run","hit_into_play",,,,,6,"Corey Seager homers (3) on a fly ball to right field.","R","L","R","CHC","TEX","X",,"fly_ball",2,1,2025,"0.52","-0.05",0.4301482405496662,2.4438182905899186,,,,0,7,"Top",226.03,86.11,,,,,2.6225034970324574,-129.1532005322676,-1.608201733857712,5.293387815903443,25.82588528438541,-32.672311289417976,3.43,1.46,371,"105.7",23,"89.5",2515,"6.6",778385,665804,683737,663538,807713,621020,664023,691718,663656,"53.86",0.713,1.330339285714285,"2",1,0,3,6,50,4,"Slider",1,5,5,1,6,1,6,1,"Infield shade","Standard",130,"-0.026","1.068","77.1","7.3",2.563,"-1.068","105.7",-4,4,0.058,0.942,28,31,29,31,1,3,4,1,3,2,"2.94","-0.52","0.52","38.8",19.922281923479915,-16.778707786692035,32.4629552746554,35.77262154323944,45.08502774636945
"SI","2025-05-17","92.2","-2.23","6.16","Swanson, Dansby",621020,680732,"home_run","hit_into_play",,,,,4,"Dansby Swanson homers (10) on a fly ball to center field.","R","R","R","CHC","CWS","X",,"fly_ball",0,0,2025,"-0.96","1.22",-0.4672766884104257,2.500403744001508,,,,1,5,"Bot",101.87,25.27,,,,,6.642575948191599,-134.06277915993547,-6.249830814686902,-12.93387745628763,25.927758374410757,-16.267143773677592,3.63,1.69,433,"105.7",25,"93.7",2370,"7",777881,700337,671284,672820,678246,805367,572191,673357,641943,"53.5",1,2,"2",1,0,3,6,42,1,"Sinker",4,3,4,3,3,5,5,3,"Standard","Standard",209,"0.11","1.583","71.1","7.4",4,"-1.583","105.7",1,1,0.687,0.687,25,31,26,31,3,2,6,1,6,1,"1.44","0.96","0.96","40.6",14.255315015357558,-0.9453836840252745,36.65906667874343,33.071359475035976,34.765051979387195
"SL","2025-05-16","90.8","-2.42","5.84","Crow-Armstrong, Pete",691718,681343,"home_run","hit_into_play",,,,,5,"Pete Crow-Armstrong homers (12) on a fly ball to right field. Moisés Ballesteros scores. Nico Hoerner scores.","R","L","R","CHC","CWS","X",,"fly_ball",3,2,2025,"0.21","0.35",-0.02091618451087887,2.227525144353403,,694208,663538,2,2,"Bot",241.4,85.78,,,,,5.557747272135828,-132.2367796873857,-3.9434702914913538,1.4858082093130474,24.89074763855633,-27.505568459083303,3.1,1.49,396,"105.6",34,"91.3",2331,"6.3",777900,642136,683734,668942,678246,805367,681460,673357,641943,"54.2",0.724,1.4596249999999997,"2",1,0,3,6,20,6,"Slider",2,2,2,2,2,5,5,2,"Standard","Standard",180,"0.249","1.663","77.0","7.9",2.879,"-1.663","105.6",0,0,0.551,0.551,25,23,25,23,2,1,6,2,5,1,"2.39","-0.21","0.21","30.6",25.716987954243617,-18.168874000628968,32.488112983821985,35.945596415964665,43.695512499870034
"CU","2025-07-05","78.3","1.97","5.78","Kelly, Carson",608348,571927,"home_run","hit_into_play",,,,,5,"Carson Kelly homers (11) on a fly ball to left field.","R","R","L","CHC","STL","X",,"fly_ball",1,1,2025,"-0.64","-0.97",-0.2434990019369374,2.2191984400978013,,,,1,7,"Bot",21.05,77.43,,,,,-3.615053068543759,-113.95746086849826,1.0115210424745114,-4.818280612770355,22.229293490288374,-41.01092469474202,3.41,1.64,395,"105.5",28,"78.6",2272,"6.6",777229,686780,575929,680977,695336,691026,663457,687363,676475,"53.86",0.768,1.5246037735849056,"2",1,0,3,6,62,3,"Curveball",4,3,4,3,3,5,5,3,"Standard","Standard",329,"0.107","1.593","75.4","7.4",3.007,"-1.593","105.5",1,1,0.769,0.769,34,30,34,31,1,3,7,1,3,3,"4.7","-0.64","0.64","38.3",16.708680414835037,-13.993489780702177,34.43835071144953,36.930730899491934,41.157373587030165
"FF","2025-09-12","94.1","-1.8","4.44","Happ, Ian",664023,670955,"home_run","hit_into_play",,,,,14,"Ian Happ homers (21) on a fly ball to right field.","R","L","R","CHC","TB","X",,"fly_ball",0,1,2025,"-1.02","0.97",0.9481468243268578,2.184148213140325,,,,0,4,"Bot",227.15,87.42,,,,,9.3091806313834,-136.80678380788177,-2.2771950032959216,-14.827334650068053,29.782716118655518,-19.701620416698788,3.63,1.65,370,"105.5",27,"93.5",2481,"6",776352,663743,650490,680700,691406,700246,802415,677592,663968,"54.52",0.831,1.6490338983050845,"2",1,0,3,6,38,2,"4-Seam Fastball",5,4,5,4,4,6,6,4,"Standard","Standard",239,"0.104","1.154",,,3.255,"-1.154","105.5",1,1,0.682,0.682,27,30,27,31,1,2,3,2,2,1,"1.61","1.02","-1.02","7.7",,,,,
"SI","2025-05-30","92.5","-1.64","5.56","Stephenson, Tyler",663886,607067,"home_run","hit_into_play",,,,,2,"Tyler Stephenson homers (4) on a fly ball to center field. Will Benson scores.","R","R","R","CHC","CIN","X",,"fly_ball",0,2,2025,"-1.19","0.66",0.15391732311108308,2.9838606482483234,,,666181,1,4,"Top",139.33,23.13,,,,,7.218869035266735,-134.5891370246645,-2.226618634803051,-16.046933950787302,29.547774291103536,-23.820712438928815,3.31,1.57,435,"105.5",27,"93.1",2237,"6.7",777712,608348,457759,663538,807713,621020,664023,691718,663656,"53.8",1,2,"2",1,0,3,6,27,3,"Sinker",0,2,2,0,4,0,4,0,"Standard","Standard",210,"-0.145","1.552","71.8","7.7",4,"-1.552","105.5",-2,2,0.278,0.722,34,28,35,29,2,1,6,2,6,1,"2","1.19","1.19","28.7",15.84092592593036,-0.6765861913823705,36.071857736395984,41.45768182463595,26.108353188266854
"FF","2025-05-06","93.9","-1.58","5.45","Lee, Jung Hoo",808982,607067,"home_run","hit_into_play",,,,,2,"Jung Hoo Lee homers (4) on a fly ball to right field. Willy Adames scores.","R","L","R","CHC","SF","X",,"fly_ball",2,1,2025,"-0.57","1.21",0.0027561689949552326,2.892542291615527,,,642715,1,3,"Top",210.86,62.78,,,,,5.383548145780878,-136.56021358433142,-3.5569304858655144,-8.325729684788584,32.5108037213349,-16.49558329245826,3.28,1.46,385,"105.4",24,"94.2",2084,"6.7",778027,665804,683737,663538,542932,621020,664023,691718,663656,"53.83",0.661,1.239641975308642,"2",1,0,3,6,18,4,"4-Seam Fastball",0,2,2,0,4,0,4,0,"Infield shade","Standard",225,"-0.133","1.424","78.1","7.6",2.39,"-1.424","105.4",-2,2,0.284,0.716,34,26,35,27,2,1,5,1,6,1,"1.4","0.57","-0.57","26.6",4.9514308823175694,-6.139696107982339,32.86954769863212,31.830172629469445,33.99888916490494
"FF","2025-04-06","95.6","-0.38","6.01","Tucker, Kyle",663656,670810,"home_run","hit_into_play",,,,,3,"Kyle Tucker homers (5) on a fly ball to right field. Ian Happ scores.","R","L","R","CHC","SD","X",,"fly_ball",0,2,2025,"-0.33","1.42",0.3502069345623914,3.176290940278774,,,664023,1,2,"Bot",216.39,73.51,,,,,2.659233056396019,-139.18621520988228,-5.022954340692329,-4.889397236707669,33.002383285546024,-12.824623915544036,3.43,1.66,407,"105.4",27,,2195,,778430,553869,650333,630105,592518,593428,518792,701538,665487,"54.13",0.763,1.5211551724137935,"2",1,0,3,6,25,3,"4-Seam Fastball",5,3,5,3,3,7,7,3,"Infield shade","Standard",212,"0.128","1.552","70.0","6.7",2.982,"-1.552","105.4",2,2,0.741,0.741,28,28,28,28,1,1,,1,15,1,"1.08","0.33","-0.33",,7.769449367289121,-2.896743549264872,28.61319545744467,36.55173692224726,27.889335419592655
"FF","2025-07-21","96.8","-1.56","6.59","Perez, Salvador",521692,676962,"home_run","hit_into_play",,,,,4,"Salvador Perez homers (16) on a fly ball to left center field. Maikel Garcia scores.","R","R","R","CHC","KC","X",,"fly_ball",0,0,2025,"-0.49","1.42",-0.3306289712125593,2.69727734184176,,,672580,2,4,"Top",68.73,56.61,,,,,4.438600393078162,-140.6828606111983,-8.104680150342661,-7.573609962837043,32.20977817409766,-11.642837717329334,3.65,1.67,380,"105.3",28,"97.3",2186,"6.6",777065,608348,683737,663538,807713,621020,664023,673548,663656,"53.86",0.768,1.5246037735849056,"2",1,0,3,6,29,1,"4-Seam Fastball",4,1,1,4,3,4,3,4,"Standard","Standard",213,"-0.168","2.225",,,3.007,"-2.225","105.3",3,-3,0.84,0.16000000000000003,25,35,26,35,2,1,28,1,6,1,"1.02","0.49","0.49","44.1",,,,,
"CU","2025-09-01","87.1","-1.84","6.11","Kelly, Carson",608348,572955,"home_run","hit_into_play",,,,,8,"Carson Kelly homers (14) on a fly ball to left field. Ian Happ scores.","R","R","R","CHC","ATL","X",,"fly_ball",3,2,2025,"0.53","-0.43",-0.08218726436566792,2.0823727483411547,,664023,,1,8,"Bot",48.59,61.76,,,,,3.1042020518207916,-127.01366018642052,-2.7201905919060145,5.274019011956124,22.69377694979892,-36.55511975274985,3.43,1.66,390,"105.2",19,"86.8",2877,"5.7",776506,686948,621566,645277,805373,669397,641584,671739,660670,"54.8",0.428,0.6652777777777777,"2",1,0,3,6,71,6,"Curveball",4,6,4,6,6,6,6,6,"Standard","Standard",53,"0.353","1.273","70.5","7.1",1.2,"-1.273","105.2",-2,-2,0.209,0.209,34,30,34,31,1,3,2,2,5,1,"3.39","-0.53","-0.53","44.0",8.094017881964481,-7.719006581625415,32.384954504631516,37.72146639314699,33.4694250231216
"FF","2025-09-13","98","-2.27","5.91","Caminero, Junior",691406,687863,"home_run","hit_into_play",,,,,5,"Junior Caminero homers (43) on a line drive to center field.","R","R","R","CHC","TB","X",,"line_drive",0,2,2025,"-0.25","1.39",0.1568841671819144,2.886892470949565,,,,0,8,"Top",140.34,28.45,,,,,7.26335256364345,-142.45198201306584,-5.9882757214549045,-4.972137870072139,31.565832736057587,-12.090544785020402,3.4961940483307,1.57785184711039,423,"105.2",22,"99.8",2433,"7.3",776338,608348,683737,663538,807713,621020,664023,691718,650489,"53.24",0.677,1.190857142857143,"2",1,0,3,6,61,3,"4-Seam Fastball",4,3,3,4,4,4,4,4,"Standard","Standard",199,"-0.267","1.209","80.6","8.2",2.252,"-1.209","105.2",1,-1,0.767,0.23299999999999998,24,21,24,22,1,3,1,1,2,1,"0.99","0.25","0.25","45.8",6.039137626025055,-0.5522775824585006,19.90303001539433,39.155552203490664,35.02348716042446
"SI","2025-09-25","94.5","-3.78","5.17","Swanson, Dansby",621020,690997,"home_run","hit_into_play",,,,,4,"Dansby Swanson homers (24) on a fly ball to right center field.","R","R","R","CHC","NYM","X",,"fly_ball",0,0,2025,"-1.35","0.09",-0.3405671396394667,2.5266659037903874,,,,1,5,"Bot",191.43,49.95,,,,,11.967567682268646,-137.13542598068506,-1.3789482395806432,-19.658837037900128,30.88528664787124,-30.88800347162228,3.58,1.66,402,"105.2",31,"94.5",2188,"6.5",776187,620443,624413,682668,683146,596019,607043,621438,665742,"54.03",0.711,1.4175750000000003,"2",1,0,3,6,39,1,"Sinker",1,6,1,6,6,2,2,6,"Standard","Standard",237,"0.041","1.583","70.5","6.9",2.805,"-1.583","105.2",-5,-5,0.061,0.061,23,31,24,31,2,1,5,1,,1,"2.48","1.35","1.35","27.4",12.301372783635495,10.03324322545375,34.75463179428458,34.58959068899078,29.07598728152807
"FF","2025-08-19","94.7","-1.63","5.4","Caissie, Owen",683357,571946,"home_run","hit_into_play",,,,,4,"Owen Caissie homers (1) on a fly ball to left center field.","R","L","R","CHC","MIL","X",,"fly_ball",1,1,2025,"-0.94","1.38",-0.2885580939217527,2.569304624191865,,,,1,6,"Bot",83.7,51.23,,,,,5.673827183827717,-137.74560392939856,-4.8739835320100715,-13.176427084084196,30.182177395589374,-13.738528167181219,3.49,1.601,381,"105.2",22,"96.1",2431,"7.1",776691,661388,683734,668930,702332,687401,686555,663368,686217,"53.42",0.677,1.190857142857143,"2",1,0,3,6,53,3,"4-Seam Fastball",5,4,5,4,4,6,6,4,"Infield shade","Standard",212,"0.114","1.593","76.6","7.0",2.252,"-1.593","105.2",1,1,0.718,0.718,34,22,35,23,1,2,3,1,1,0,"1.16","0.94","-0.94","41.5",6.319977967924469,4.173856184322895,34.23575356185768,41.04932972552328,27.4238238811242
"FC","2025-09-24","89.7","-0.83","6.34","Soto, Juan",665742,650644,"home_run","hit_into_play",,,,,1,"Juan Soto homers (43) on a fly ball to center field.","R","L","R","CHC","NYM","X",,"fly_ball",0,2,2025,"0.54","0.63",-0.3886217933012744,2.919170008984265,,,,2,8,"Top",91.81,42.25,,,,,-0.040103883242363164,-130.68617104765764,-3.8273449510747137,6.244546351225867,24.686219994401913,-24.37399121647957,3.07,1.49,397,"105.1",30,"89",2762,"5.5",776205,624512,683737,663538,807713,621020,664023,691718,673548,"54.96",0.713,1.4232222222222224,"2",1,0,3,6,63,3,"Cutter",10,2,2,10,3,10,3,10,"Infield shade","Standard",166,"0","2.696",,,2.81,"-2.696","105.1",8,-8,0.999,0.0010000000000000009,30,26,30,27,1,3,4,1,10,1,"2.17","-0.54","0.54","40.8",,,,,
"FF","2025-06-20","94.2","-0.41","5.89","Garver, Mitch",641598,519151,"home_run","hit_into_play",,,,,5,"Mitch Garver homers (2) on a fly ball to left center field. Randy Arozarena scores.","R","R","R","CHC","SEA","X",,"fly_ball",3,1,2025,"0","1.37",-0.035643464784497,2.3713268618066747,,668227,,2,6,"Top",63.94,53.95,,,,,0.9687165566378317,-137.12079116707184,-6.521933324013123,-0.22424357097061942,28.61852896027869,-13.661096386823683,3.61,1.63,414,"105",41,"94.6",2583,"6.4",777436,624512,683737,663538,807713,621020,664023,691718,663656,"54.1",0.284,0.56875,"2",1,0,3,5,45,5,"4-Seam Fastball",4,2,2,4,4,4,4,4,"Standard","Standard",197,"-0.237","1.554","76.1","7.6",1.121,"-1.554","105.0",2,-2,0.796,0.20399999999999996,36,34,37,34,1,2,5,2,4,2,"1.19","0","0","55.2",18.565292754971793,-13.002579420385121,31.098104040802387,35.0912542867134,36.809237632405186
"ST","2025-09-13","85.2","-1.47","6.31","Fortes, Nick",663743,641745,"home_run","hit_into_play",,,,,12,"Nick Fortes homers (5) on a fly ball to left center field.","R","R","R","CHC","TB","X",,"fly_ball",1,2,2025,"1.78","0.04",0.08741651046963872,3.434849263431695,,,,0,9,"Top",67.15,38.81,,,,,0.0878074942346394,-124.1710751434899,-0.5339632432168442,18.311803446168863,25.814582368896918,-31.87962378093175,3.18,1.49,421,"105",24,"84.5",2843,"5.8",776338,608348,683737,663538,807713,621020,664023,691718,650489,"54.69",0.661,1.239641975308642,"2",1,0,3,6,70,4,"Sweeper",4,4,4,4,5,4,5,4,"Standard","Standard",71,"-0.352","1.184","70.2","6.7",2.39,"-1.184","105.0",0,0,0.517,0.483,29,28,30,29,1,1,1,1,2,1,"3.1","-1.78","-1.78","48.5",8.292766437631744,-1.801322136462036,8.769884192792983,36.98866124980165,31.780336475911945
"FF","2025-06-22","93.8","-1.68","5.61","Raleigh, Cal",663728,607067,"home_run","hit_into_play",,,,,4,"Cal Raleigh homers (31) on a fly ball to center field. J.P. Crawford scores.","R","L","R","CHC","SEA","X",,"fly_ball",0,0,2025,"-0.97","1.04",-0.3377789235116204,2.8810173065422116,,,641487,1,1,"Top",155.68,34.18,,,,,5.65148367432288,-136.58646263844676,-3.697870175197186,-13.381670913227502,29.114631866734253,-18.464765362168723,3.68,1.69,440,"105",36,"94.5",2271,"6.6",777403,624512,683737,660644,807713,663538,664023,691718,673548,"53.9",1,2,"2",1,0,3,6,3,1,"4-Seam Fastball",0,0,0,0,2,0,2,0,"Infield shade","Standard",216,"-0.167","1.465","75.6","7.7",4,"-1.465","105.0",0,0,0.498,0.502,34,28,35,29,1,0,7,1,6,1,"1.54","0.97","-0.97","29.4",17.869454752309867,-2.4657197157316304,30.470464997718118,39.11432793251477,35.50287134696126
"SI","2025-06-19","97.7","0.57","6.44","Happ, Ian",664023,676879,"home_run","hit_into_play",,,,,5,"Ian Happ homers (8) on a fly ball to center field. Nico Hoerner scores.","R","R","L","CHC","MIL","X",,"fly_ball",2,1,2025,"1.34","0.64",-0.2519721697268549,2.9471280680994534,,663538,,2,7,"Bot",112.58,31.41,,,,,-5.181715218095531,-142.2165193253398,-5.3398702520122745,19.391961984892173,29.503181042929526,-22.491116070685912,3.57,1.64,416,"105",28,"96.1",2208,"5.1",777450,661388,656555,668930,702332,687401,686555,694192,686217,"55.35",0.768,1.5246037735849056,"2",1,0,3,6,61,4,"Sinker",3,8,3,8,8,5,5,8,"Standard","Standard",145,"0.052","1.609","75.1","6.9",3.007,"-1.609","105.0",-5,-5,0.029,0.029,27,30,27,31,1,3,7,2,2,1,"1.73","1.34","-1.34","52.5",13.683839142177264,-4.427029944480303,31.4888423551752,37.45522126084998,30.59124777538975
"FF","2025-09-26","95.2","-2.37","6.44","Busch, Michael",683737,571945,"home_run","hit_into_play",,,,,2,"Michael Busch homers (32) on a fly ball to center field.","R","L","R","CHC","STL","X",,"fly_ball",3,2,2025,"-0.83","1.34",-0.27226253349691787,3.29631526240963,,,,2,5,"Bot",130.03,31.76,,,,,7.340478487007776,-138.3739852292934,-5.561378018671019,-12.379751042884601,33.13091844888056,-13.87267549798957,3.31,1.6,414,"105",31,"94.6",2180,"6.2",776167,686780,676475,669357,571448,695336,663457,687363,691023,"54.34",0.711,1.4175750000000003,"2",1,0,3,6,35,8,"4-Seam Fastball",3,0,3,0,0,4,4,0,"Infield shade","Standard",221,"0.052","2.528","69.3","6.4",2.805,"-2.528","105.0",3,3,0.869,0.869,36,27,37,28,3,2,6,1,,1,"1.19","0.83","-0.83","38.6",13.45686152661362,6.62348245854373,26.11817815002036,39.622606578435224,29.150114633507904
"FS","2025-04-22","82.3","2.66","5.29","Smith, Will",669257,684007,"home_run","hit_into_play",,,,,5,"Will Smith homers (3) on a fly ball to left center field.","R","R","L","CHC","LAD","X",,"fly_ball",1,0,2025,"1.11","0.22",0.2560062170412536,2.173077393352945,,,,1,6,"Top",50.94,46.57,,,,,-7.640826413705095,-119.61801759901972,-0.9287556064009875,12.217498392781277,24.523294215521496,-30.067871096425232,3.37,1.59,419,"104.9",24,"82.2",1202,"6.4",778220,665804,683737,663538,669398,621020,664023,691718,663656,"54.06",0.661,1.239641975308642,"2",1,0,3,6,51,2,"Split-Finger",7,4,4,7,5,7,5,7,"Standard","Standard",122,"-0.074","1.544",,,2.39,"-1.544","104.9",3,-3,0.884,0.11599999999999999,31,30,32,30,3,2,7,2,7,3,"3.17","1.11","-1.11","34.0",,,,,
"SI","2025-09-07","95.3","-1.47","5.67","Kelly, Carson",608348,666168,"home_run","hit_into_play",,,,,1,"Carson Kelly homers (16) on a fly ball to left field.","R","R","R","CHC","WSH","X",,"fly_ball",0,0,2025,"-1.31","1",-0.39982127222580544,3.0801359767477425,,,,1,8,"Bot",37.88,62.81,,,,,5.804214538527831,-138.70073805418104,-3.4622323035840052,-18.213904177713626,29.027752078599868,-18.689561074334698,3.41,1.67,399,"104.9",30,"96.2",2165,"6.7",776420,656180,665953,671277,691781,682928,695734,690987,686611,"53.84",0.713,1.4232222222222224,"2",1,0,3,6,58,1,"Sinker",2,1,2,1,1,3,3,1,"Standard","Standard",224,"0.079","1.583","70.3","6.6",2.81,"-1.583","104.9",1,1,0.853,0.853,27,30,27,31,1,3,4,1,3,2,"1.5","1.31","1.31","25.8",10.80977113562661,-8.878524944196608,29.35809899199425,34.85325778646971,34.722508290348074
"FF","2025-04-22","92.4","2.52","5.46","Edman, Tommy",669242,684007,"home_run","hit_into_play",,,,,6,"Tommy Edman homers (8) on a fly ball to center field. Shohei Ohtani scores. Teoscar Hernández scores.","R","R","L","CHC","LAD","X",,"fly_ball",0,1,2025,"1.06","1.63",0.4654888994206743,2.627829186592088,,660271,606192,2,1,"Top",118.99,30.31,,,,,-7.529967298977594,-134.1762060729855,-4.849217434165838,14.562120800758246,32.90846771052874,-11.716331598366812,3.38,1.52,417,"104.8",26,"91.6",2541,"6.2",778220,665804,683737,663538,669398,621020,664023,691718,663656,"54.27",0.743,1.454474999999999,"2",1,0,3,6,5,2,"4-Seam Fastball",0,0,0,0,3,0,3,0,"Standard","Standard",142,"-0.251","1.709","75.9","7.4",2.848,"-1.709","104.8",0,0,0.511,0.489,31,30,32,30,1,0,7,2,7,1,"1.08","1.06","-1.06","37.2",9.482229881390277,3.52752253504,22.319338312551952,43.94382130795461,27.57992985013705
