"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-06-20","95.9","-1.64","5.79","Happ, Ian",664023,669923,"home_run","hit_into_play",,,,,5,"Ian Happ homers (9) on a fly ball to center field.","R","L","R","CHC","SEA","X",,"fly_ball",2,0,2025,"-1.12","0.56",-0.014668666420200926,2.5563693253245274,,,,0,1,"Bot",125.03,36.11,,,,,6.830945438026173,-139.52226996899122,-4.256504711213737,-16.102690986292448,29.87890972833958,-24.137623581675008,3.57,1.64,425,"103.5",34,"96.4",2154,"6.5",777436,663728,456781,702284,810938,641487,668227,677594,664238,"54.02",0.529,1.0625,"2",1,0,3,6,5,3,"4-Seam Fastball",0,1,0,1,1,1,1,1,"Strategic","Standard",224,"0.089","0.996","73.6","6.7",2.095,"-0.996","103.5",-1,-1,0.459,0.459,27,30,27,31,1,0,6,1,5,1,"1.91","1.12","-1.12","29.5",15.707358679114275,2.456387244033816,33.51336311988577,36.88740443710266,33.82166155870237
"SV","2025-08-04","80","-2.61","6.17","Stephenson, Tyler",663886,647336,"home_run","hit_into_play",,,,,5,"Tyler Stephenson homers (9) on a fly ball to left field.","R","R","R","CHC","CIN","X",,"fly_ball",3,2,2025,"0.77","-0.65",-0.27318679166749793,2.1830003137751213,,,,2,2,"Top",33.57,70.81,,,,,3.7040423993313385,-116.57090095042052,-0.9188434998382405,6.3759013749513525,20.517866737097812,-38.14001867346218,3.35,1.5,389,"103.5",25,"80.1",2817,"6.1",776878,608348,457759,663538,807713,621020,664023,650489,663656,"54.36",0.707,1.3506769230769233,"2",1,0,3,6,10,6,"Slurve",0,0,0,0,1,0,1,0,"Standard","Standard",49,"-0.105","2.528","74.0","7.5",2.627,"-2.528","103.5",0,0,0.538,0.46199999999999997,27,28,28,29,1,0,6,2,42,2,"4.18","-0.77","-0.77","39.6",14.121785909917625,-11.433028666477979,43.50419758814059,34.132268656973146,40.067502086639585
"SL","2025-08-04","84.9","-1.9","6.04","Swanson, Dansby",621020,607259,"home_run","hit_into_play",,,,,2,"Dansby Swanson homers (17) on a fly ball to left center field. Ian Happ scores.","R","R","R","CHC","CIN","X",,"fly_ball",1,1,2025,"0.15","0.22",-0.1738580040024717,3.0548869726976333,,,664023,0,3,"Bot",57.04,45.31,,,,,3.6968408911089385,-123.68970077114159,-1.167289293980685,0.8927879573907447,23.04708339521677,-29.849483883325778,3.58,1.65,415,"103.4",33,"84.4",2445,"5.8",776878,663886,668715,680574,663647,682829,669720,670770,641584,"54.73",0.589,1.1733181818181813,"2",1,0,3,6,19,3,"Slider",0,1,0,1,1,2,2,1,"Standard","Standard",205,"0.19","1.067","72.5","7.5",2.311,"-1.067","103.4",-1,-1,0.479,0.479,34,31,35,31,1,0,5,1,5,1,"2.91","-0.15","-0.15","49.7",22.494407580712362,-10.572832392715112,31.156768422023248,36.292595164112996,37.7921541377485
"FF","2025-04-18","96.3","-2.69","5.67","Suárez, Eugenio",553993,687863,"home_run","hit_into_play",,,,,4,"Eugenio Suárez hits a grand slam (6) to center field. Randal Grichuk scores. Josh Naylor scores. Lourdes Gurriel Jr. scores.","R","R","R","CHC","AZ","X",,"fly_ball",1,1,2025,"-0.19","1.29",-0.3598674678011443,2.382225796374964,545341,647304,666971,0,8,"Top",104.23,14.59,,,,,6.733809464713776,-140.05715888710992,-6.1767541261502785,-3.9429480857088643,31.088043620528953,-14.04015921131301,3.4,1.55,458,"103.4",32,"98",2398,"7.2",778268,608348,683737,663538,669398,621020,664023,691718,663656,"53.27",1,2,"2",1,0,3,6,65,3,"4-Seam Fastball",7,1,1,7,5,7,5,7,"Standard","Standard",204,"-0.078","0.815","74.1","7.2",4,"-0.815","103.4",6,-6,0.94,0.06000000000000005,24,33,24,34,1,3,3,1,2,1,"1.17","0.19","0.19","46.3",12.580407605327554,-2.756776074287687,41.756156764397886,28.54760048535737,36.019012967157956
"CH","2025-05-14","86.2","3.04","5.6","Suzuki, Seiya",673548,677960,"home_run","hit_into_play",,,,,2,"Seiya Suzuki homers (11) on a fly ball to center field.","R","R","L","CHC","MIA","X",,"fly_ball",3,2,2025,"0.76","0.23",0.15647231227913738,2.9173937589770884,,,,0,4,"Bot",98.99,38.1,,,,,-8.376541879309993,-125.38889736966043,-0.6094281600007048,9.699252549355773,24.595291564496996,-29.850750327152603,3.2,1.44,404,"103.3",32,"86",1814,"6.1",777921,663743,670223,691594,681393,669364,676572,669065,660821,"54.39",0.621,1.2407272727272731,"2",1,0,3,6,27,6,"Changeup",0,3,0,3,3,1,1,3,"Standard","Standard",116,"0.089","1.029","73.6","7.0",2.442,"-1.029","103.3",-3,-3,0.222,0.222,25,30,26,31,2,1,,1,6,2,"2.83","0.76","-0.76","40.8",9.785436320064946,0.4647080760532992,26.400501676186394,40.09698558852463,35.935891191453614
"SL","2025-06-22","86.7","-1.11","5.55","McGuire, Reese",624512,669302,"home_run","hit_into_play",,,,,5,"Reese McGuire homers (4) on a fly ball to center field.","R","L","R","CHC","SEA","X",,"fly_ball",2,2,2025,"0.28","-0.27",-0.12349168517713316,2.7311950898402753,,,,0,5,"Bot",130.63,23.92,,,,,1.8207498801768278,-126.28263902283742,0.04081512245534946,2.616356261049919,26.58736006421984,-35.30988762817128,3.32,1.64,432,"103.1",24,"88.5",2088,"7.4",777403,641598,456781,593871,670156,641487,668227,677594,686527,"53.07",1,2,"2",1,0,3,6,41,6,"Slider",1,5,1,5,5,2,2,5,"Infield shade","Standard",70,"0.073","1.141","71.4","8.1",4,"-1.141","103.1",-4,-4,0.119,0.119,28,30,28,30,2,1,6,2,5,2,"3.31","-0.28","0.28","32.3",12.950338715022717,1.215473909632595,29.06158012195086,40.77845325895889,28.309533196163382
"FC","2025-06-19","84.4","-1.23","6.19","Durbin, Caleb",702332,592791,"home_run","hit_into_play",,,,,5,"Caleb Durbin homers (3) on a fly ball to center field. Isaac Collins scores.","R","R","R","CHC","MIL","X",,"fly_ball",2,2,2025,"0.51","0.39",0.27377399905332633,2.415511948220152,,,686555,1,2,"Top",95.3,42.41,,,,,2.5025496004011383,-123.00690943156071,-3.3022801886172948,4.777765973372707,20.791061566343473,-27.81648744607433,3.33,1.51,395,"103.1",24,"85.5",2537,"6.6",777450,608348,683737,663538,807713,621020,664023,691718,663656,"53.93",0.586,1.0689565217391306,"2",1,0,3,6,13,5,"Cutter",2,2,2,2,4,2,4,2,"Standard","Standard",156,"-0.182","1.498","74.4","7.2",2.055,"-1.498","103.1",0,0,0.502,0.498,33,25,34,25,1,0,7,2,5,1,"2.76","-0.51","-0.51","49.4",12.727874786172327,-6.496995303158489,26.474992153643946,39.72652751690834,28.12622506529049
"KC","2025-07-20","83.4","2.6","6.17","Bregman, Alex",608324,519141,"home_run","hit_into_play",,,,,7,"Alex Bregman homers (12) on a fly ball to left field. Roman Anthony scores. Ceddanne Rafaela scores.","R","R","L","CHC","BOS","X",,"fly_ball",0,1,2025,"-0.69","-0.86",-0.5939798574789019,1.728666723278784,,701350,678882,1,8,"Top",29.71,66.85,,,,,-5.927864768946626,-121.32676549035571,-2.046899645733866,-5.580992240251181,24.24256978688486,-40.49288313795085,3.36,1.6,402,"103.1",33,"82.5",2364,"5.7",777075,608348,683737,663538,457759,621020,664023,691718,663656,"54.75",0.589,1.1733181818181813,"2",1,0,3,6,61,2,"Knuckle Curve",1,2,2,1,5,1,5,1,"Infield shade","Standard",330,"-0.185","1.227","77.3","7.7",2.311,"-1.227","103.1",-1,1,0.225,0.775,36,31,37,31,1,0,2,1,3,1,"4.15","-0.69","0.69","35.9",18.961993042650043,-13.925543316704124,36.18096817666794,27.892157054351777,35.42675882444394
"SL","2025-07-04","85.5","-2.21","6.63","Kelly, Carson",608348,571945,"home_run","hit_into_play",,,,,8,"Carson Kelly homers (10) on a fly ball to left center field.","R","R","R","CHC","STL","X",,"fly_ball",2,2,2025,"0.2","0.31",0.13759907655622364,1.5647488875446722,,,,0,2,"Bot",56.86,53.88,,,,,5.1246910679757685,-124.47756898707836,-6.341730813090909,1.1431794119498762,23.065194937890425,-27.890076838419276,3.43,1.63,397,"103.1",25,"85.7",2263,"6.2",777246,686780,575929,680977,571448,691026,663457,687363,676475,"54.3",0.611,1.139111111111111,"2",1,0,3,6,13,5,"Slider",3,0,3,0,0,4,4,0,"Strategic","Standard",163,"0.059","1.141","71.2","7.8",2.2,"-1.141","103.1",3,3,0.819,0.819,36,30,37,31,1,0,6,2,6,1,"2.78","-0.2","-0.2","47.6",18.407743422000458,-11.01650606612752,38.601460993277776,39.73628980287304,36.85190051921529
"SL","2025-06-21","81.7","-2.37","5.66","Happ, Ian",664023,676106,"home_run","hit_into_play",,,,,4,"Ian Happ homers (11) on a fly ball to center field. Carson Kelly scores. Vidal Bruján scores.","R","L","R","CHC","SEA","X",,"fly_ball",2,2,2025,"0.45","-0.16",-0.5020900592197797,2.6175916371123846,,608348,660644,1,2,"Bot",114.33,36.3,,,,,3.334558821755206,-119.16335540673957,-0.10890839231859362,3.786032979362577,19.102526500694093,-33.90684825514985,3.58,1.66,434,"103",33,"82.2",2477,"6.1",777419,663728,456781,702284,810938,641487,668227,677594,670042,"54.38",1,2,"2",1,0,3,6,18,6,"Slider",3,1,3,1,1,6,6,1,"Standard","Standard",84,"0.144","1.225","72.8","7.1",4,"-1.225","103.0",2,2,0.769,0.769,26,30,26,31,2,1,6,1,5,1,"3.52","-0.45","0.45","24.8",-0.6619883219133244,-12.576671340894574,34.552067889230706,44.11318318965086,34.72183454835432
"CU","2025-05-05","75.2","-2.48","5.78","Happ, Ian",664023,694738,"home_run","hit_into_play",,,,,8,"Ian Happ homers (3) on a fly ball to right center field. Dansby Swanson scores.","R","L","R","CHC","SF","X",,"fly_ball",0,1,2025,"1.49","-0.65",-0.15602440574408827,1.7871264807278147,,621020,,1,3,"Bot",186.78,54.39,,,,,2.177330914624787,-109.4002644846682,0.10928805876078584,11.381171231514088,22.00017617145885,-37.57759985179532,3.57,1.62,383,"103",27,"74.5",3064,"6.1",778044,672275,681584,683766,656305,642715,671218,808982,682641,"54.37",0.641,1.2267454545454546,"2",1,0,3,6,21,2,"Curveball",0,0,0,0,0,2,2,0,"Standard","Standard",48,"0.178","1.331","74.2","7.4",2.396,"-1.331","103.0",0,0,0.571,0.571,26,30,27,31,2,1,5,1,6,1,"4.73","-1.49","1.49","31.5",-11.877565358511607,-25.17627167520642,42.051086501123464,38.409895026395894,39.759244971380994
"CH","2025-05-05","78.5","2.43","5.56","Matos, Luis",682641,571510,"home_run","hit_into_play",,,,,2,"Luis Matos homers (3) on a fly ball to left center field. Matt Chapman scores.","R","R","L","CHC","SF","X",,"fly_ball",3,2,2025,"1.33","0.58",0.2745847347796435,3.070668197254734,,656305,,2,4,"Top",67.39,57.21,,,,,-7.130832060402679,-114.16144628941564,0.42853589724381413,12.928956390090338,21.6341203737833,-27.456027174143504,3.21,1.57,380,"102.9",24,"78.5",1884,"6.4",778044,608348,683737,663538,670032,621020,664023,691718,663656,"54.12",0.586,1.0689565217391306,"2",1,0,3,6,27,6,"Changeup",2,0,0,2,2,2,2,2,"Standard","Standard",121,"-0.201","1.617","71.4","7.1",2.055,"-1.617","102.9",2,-2,0.748,0.252,34,23,34,23,2,1,5,1,6,4,"3.14","1.33","-1.33","30.3",11.521599189437275,-8.373093230112014,20.44545801973787,42.91369629151288,33.472939240555576
"FF","2025-08-18","96.8","-2.49","6.08","Turang, Brice",668930,690990,"home_run","hit_into_play",,,,,5,"Brice Turang homers (13) on a fly ball to left field.","R","L","R","CHC","MIL","X",,"fly_ball",1,2,2025,"-0.19","1.29",-0.025383758288621994,2.4523828090932227,,,,1,3,"Top",41.09,72.63,,,,,6.986058820273855,-140.7376378449145,-7.0238919341599315,-4.170623627305573,32.10395388582278,-13.63476710248025,3.51,1.66,376,"102.9",28,"96.4",2406,"6.1",777459,608348,683737,650489,807713,663538,683357,691718,663656,"54.4",0.612,1.1891428571428568,"2",1,0,3,6,17,4,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Standard","Standard",201,"-0.12","1.657","75.4","6.8",2.321,"-1.657","102.9",0,0,0.53,0.47,23,25,24,26,2,1,5,1,5,1,"1.15","0.19","-0.19","45.9",6.852571987613953,8.299688835243298,34.59711593585343,35.06514661545094,29.388291962737974
"ST","2025-06-22","82","-1.77","5.5","Solano, Donovan",456781,607067,"home_run","hit_into_play",,,,,4,"Donovan Solano homers (2) on a line drive to left center field.","R","R","R","CHC","SEA","X",,"line_drive",1,1,2025,"1.13","-0.29",-0.48034578757099256,2.08749029253851,,,,1,4,"Top",60.98,54.74,,,,,0.7420475037293877,-119.37945304348905,-0.5895928658725145,10.616655269631591,23.527390417122678,-35.03269451994761,3.25,1.47,391,"102.9",22,"82.4",2412,"6.6",777403,624512,683737,660644,807713,663538,664023,691718,673548,"53.94",0.505,0.8584358974358975,"2",1,0,3,6,28,3,"Sweeper",1,3,3,1,4,1,4,1,"Standard","Standard",78,"-0.091","1.593",,,1.615,"-1.593","102.9",-2,2,0.29,0.71,34,37,35,38,2,1,7,1,6,2,"3.68","-1.13","-1.13","29.3",,,,,
"FF","2025-06-22","94.6","1.76","5.41","Tucker, Kyle",663656,642100,"home_run","hit_into_play",,,,,6,"Kyle Tucker homers (15) on a fly ball to center field. Justin Turner scores.","R","L","L","CHC","SEA","X",,"fly_ball",0,2,2025,"0.73","1.24",0.35352281043334655,2.5752958669649906,,,457759,1,7,"Bot",159.57,31.25,,,,,-5.251138611873485,-137.60936499639715,-4.4264025400011695,10.39614966805198,31.57704198896343,-15.686316009222498,3.45,1.58,422,"102.8",33,"94",2147,"6",777403,641598,456781,702284,670156,641487,668227,677594,686527,"54.49",0.589,1.1733181818181813,"2",1,0,3,6,64,3,"4-Seam Fastball",4,9,4,9,9,6,6,9,"Infield shade","Standard",133,"0.066","1.552","74.7","7.0",2.311,"-1.552","102.8",-5,-5,0.034,0.034,30,28,30,28,1,3,2,1,2,1,"1.32","0.73","0.73","29.2",5.333154670262491,-5.7686761548061485,35.086193124354246,33.81949250326997,26.386973122043944
"ST","2025-05-27","82.7","-2.44","6.07","Doyle, Brenton",686668,690990,"home_run","hit_into_play",,,,,7,"Brenton Doyle homers (5) on a fly ball to left center field.","R","R","R","CHC","COL","X",,"fly_ball",0,0,2025,"1.3","-0.08",-0.30961987514935974,2.120861355824484,,,,0,7,"Top",68.09,60.88,,,,,2.3111993365397723,-120.42284235777481,-2.37569931766388,12.239149767380432,22.666419371784325,-32.72090859471205,3.44,1.65,371,"102.8",23,"82.5",2478,"6.1",777751,624512,683737,663538,807713,621020,664023,691718,663656,"54.45",0.571,1.012951219512195,"2",1,0,3,6,49,1,"Sweeper",2,1,1,2,2,2,2,2,"Standard","Standard",60,"-0.192","1.114","72.3","7.8",1.928,"-1.114","102.8",1,-1,0.692,0.30800000000000005,23,27,24,27,3,2,6,1,7,3,"3.4","-1.3","-1.3","49.4",10.614542157768046,-14.755151265636616,30.874577422892276,36.34851727696531,34.895297239415854
"SI","2025-06-17","94.8","-1.13","5.62","Suzuki, Seiya",673548,694477,"home_run","hit_into_play",,,,,7,"Seiya Suzuki homers (18) on a fly ball to left center field. Ian Happ scores. Kyle Tucker scores.","R","R","R","CHC","MIL","X",,"fly_ball",1,0,2025,"-1.23","1.07",-0.4504903157936857,1.72031017960532,664023,663656,,1,5,"Bot",76.87,39.14,,,,,4.516915542888434,-137.78669586500425,-6.855845253296437,-16.63557749800811,32.66833121688666,-17.236583860470777,3.13,1.35,413,"102.8",30,"94.3",2274,"6.2",777482,661388,656555,668930,702332,687401,686555,694192,686217,"54.26",0.618,1.218568965517241,"2",1,0,3,6,45,2,"Sinker",1,2,1,2,2,4,4,2,"Standard","Standard",214,"0.247","0.979","78.6","7.8",2.4,"-0.979","102.8",-1,-1,0.55,0.55,26,30,27,31,3,2,6,2,6,2,"1.49","1.23","1.23","36.4",6.586319859605938,-14.668893642892446,39.00901828134752,31.368321823433565,38.37178301173996
"FF","2025-09-05","91.8","-1.77","5.93","García Jr., Luis",671277,665871,"home_run","hit_into_play",,,,,5,"Luis García Jr. homers (12) on a fly ball to right center field. Daylen Lile scores.","R","L","R","CHC","WSH","X",,"fly_ball",0,1,2025,"-0.44","1.3",0.210304963642232,2.341235305259692,695734,,,2,4,"Top",178.8,45.96,,,,,6.01457210496614,-133.50540812783606,-6.053305406443103,-6.666477032028274,30.3686441284091,-15.506174949856044,3.5,1.66,400,"102.6",34,"92.1",2187,"6.6",776455,624512,683737,663538,807713,621020,664023,691718,650489,"53.86",0.529,1.0625,"2",1,0,3,6,32,2,"4-Seam Fastball",6,0,0,6,2,6,2,6,"Standard","Standard",213,"-0.053","1.498","73.1","7.6",2.095,"-1.498","102.6",6,-6,0.959,0.041000000000000036,27,25,28,25,2,1,6,2,9,2,"1.42","0.44","-0.44","52.1",14.62400061559443,-2.9745903242071305,32.127160238935176,38.81719906440389,37.98011568908065
"FF","2025-07-05","97","-1.45","6.45","Burleson, Alec",676475,641745,"home_run","hit_into_play",,,,,1,"Alec Burleson homers (11) on a fly ball to center field.","R","L","R","CHC","STL","X",,"fly_ball",2,2,2025,"0.03","1.22",-0.2889907842632744,3.4092022124795482,,,,1,8,"Top",128.38,26.79,,,,,3.025402762817823,-141.3388689069378,-5.450761136098284,-0.2254648645792247,28.33437467314628,-14.7207944757341,3.5,1.55,426,"102.6",29,"97.2",2415,"6.1",777229,608348,683737,663538,807713,621020,664023,691718,663656,"54.43",0.656,1.294395061728395,"2",1,0,3,6,66,5,"4-Seam Fastball",5,3,3,5,4,5,4,5,"Infield shade","Standard",193,"-0.105","1.609","73.9","7.2",2.533,"-1.609","102.6",2,-2,0.904,0.09599999999999997,29,26,30,27,1,3,3,1,5,1,"1.17","-0.03","0.03","53.4",14.615316620047002,7.043599995753242,25.802241030492684,36.91860380907495,30.338577382840395
"FS","2025-08-05","83.6","-0.72","6.11","Shaw, Matt",807713,641793,"home_run","hit_into_play",,,,,6,"Matt Shaw homers (7) on a fly ball to left center field.","R","R","R","CHC","CIN","X",,"fly_ball",0,2,2025,"-0.85","-0.16",0.38173769178123274,2.4851596299899814,,,,1,5,"Bot",46.08,59.76,,,,,4.171855489508891,-121.58039379580127,-1.532382798248359,-9.220297191888621,26.318180801500166,-33.65500330360211,3.42,1.56,396,"102.6",29,"82.8",1203,"6",776860,624431,668715,680574,669289,682829,669720,670770,682622,"54.47",0.656,1.294395061728395,"2",1,0,3,6,35,4,"Split-Finger",0,1,0,1,1,1,1,1,"Standard","Standard",254,"0.165","1.674","70.5","7.5",2.533,"-1.674","102.6",-1,-1,0.372,0.372,29,23,30,24,2,1,6,1,5,1,"3.45","0.85","0.85","34.2",16.151601525775437,-13.431404496556626,22.953635069516324,38.66119883457314,40.372983725887934
"CH","2025-07-21","83.7","1.51","6.32","Shaw, Matt",807713,702070,"home_run","hit_into_play",,,,,7,"Matt Shaw homers (4) on a fly ball to left field. Dansby Swanson scores. Justin Turner scores.","R","R","L","CHC","KC","X",,"fly_ball",2,1,2025,"0.78","1.33",-0.376208705321333,1.8585186235469384,621020,457759,,2,2,"Bot",17.95,85.39,,,,,-5.9034367669598256,-121.58762083948612,-6.476491241136434,8.930638290889286,24.458146514327066,-17.86162609906845,3.41,1.57,385,"102.6",32,"83.7",1756,"6.5",777065,521692,686469,679845,672580,677951,670231,664728,695506,"54.04",0.621,1.2407272727272731,"2",1,0,3,6,16,4,"Changeup",1,1,1,1,1,4,4,1,"Standard","Standard",149,"0.238","1.266","71.8","8.3",2.442,"-1.266","102.6",0,0,0.562,0.562,25,23,26,24,1,0,8,1,6,1,"1.94","0.78","-0.78","53.0",20.20658354182593,-20.624842975242235,39.04631585917937,33.83861393230689,39.92482863150754
"CH","2025-05-26","85.7","-1.18","6.18","Moniak, Mickey",666160,592791,"home_run","hit_into_play",,,,,5,"Mickey Moniak homers (5) on a fly ball to right center field.","R","L","R","CHC","COL","X",,"fly_ball",0,1,2025,"-1.39","0.93",0.09657010031134106,2.183833098315084,,,,2,5,"Top",208.42,59.8,,,,,5.845453350291041,-124.74155718282424,-5.128906484109314,-15.65782627545675,23.67378799325682,-21.613520373832667,3.4,1.62,399,"102.5",29,"86.4",1810,"6.6",777757,624512,457759,663538,807713,621020,664023,691718,663656,"53.91",0.656,1.294395061728395,"2",1,0,3,6,31,2,"Changeup",1,0,0,1,1,1,1,1,"Infield shade","Standard",227,"-0.143","2.639","74.5","8.0",2.533,"-2.639","102.5",1,-1,0.695,0.30500000000000005,33,27,34,27,2,1,6,1,6,1,"2.16","1.39","-1.39","45.3",18.98575404757363,-9.096748489405543,36.77971467182577,40.88378606937793,36.10592185802472
"SI","2025-04-18","93.2","-2.29","5.55","Kelly, Carson",608348,686826,"home_run","hit_into_play",,,,,5,"Carson Kelly homers (6) on a fly ball to center field. Nico Hoerner scores. Pete Crow-Armstrong scores.","R","R","R","CHC","AZ","X",,"fly_ball",1,0,2025,"-1.29","0.93",-0.018591331857336968,2.51360553852643,,663538,691718,0,8,"Bot",84.03,42.25,,,,,8.6194166858681,-135.47381155143543,-4.048252758388853,-17.77984942049338,30.456491981763964,-19.986527204555827,3.35,1.63,401,"102.5",41,"92.5",2061,"6",778268,672515,647304,694374,553993,672695,664983,677950,682998,"54.5",0.205,0.40075,"2",1,0,3,5,77,2,"Sinker",7,11,7,11,11,10,10,11,"Standard","Standard",234,"0.165","0.921","75.2","7.6",0.794,"-0.921","102.5",-4,-4,0.143,0.143,27,30,28,31,1,3,3,2,53,2,"1.7","1.29","1.29","34.1",18.20262020301231,-13.125995249653457,33.3721018005309,39.37102005160604,35.73233351524368
"FF","2025-09-24","92.6","2.65","5.53","Shaw, Matt",807713,663992,"home_run","hit_into_play",,,,,2,"Matt Shaw homers (13) on a fly ball to center field.","R","R","L","CHC","NYM","X",,"fly_ball",1,1,2025,"0.7","1.16",0.10875513761953526,3.174275639256792,,,,0,4,"Bot",100.3,40.92,,,,,-8.152629231274954,-134.65186390509817,-2.78793741103254,10.287357734737057,28.34763662960064,-17.611770432261192,3.23,1.49,396,"102.5",28,"94.2",2350,"7.2",776205,682626,624413,643446,668901,596019,607043,621438,665742,"53.33",0.586,1.134258064516129,"2",1,0,3,6,31,3,"4-Seam Fastball",5,0,5,0,0,6,6,0,"Standard","Standard",133,"0.022","1.123","68.2","6.7",2.209,"-1.123","102.5",5,5,0.946,0.946,29,23,30,24,1,1,4,1,,1,"1.49","0.7","-0.7","25.4",13.385863323690943,-2.2681859434493203,20.085205082269738,36.36308592470084,30.349318496604525
"SL","2025-04-22","83.6","0.36","6.19","Tucker, Kyle",663656,681911,"home_run","hit_into_play",,,,,6,"Kyle Tucker homers (7) on a fly ball to right field. Ian Happ scores.","R","L","L","CHC","LAD","X",,"fly_ball",2,2,2025,"-0.57","-0.1",0.6659545148942051,2.868439668336665,,,664023,1,8,"Bot",227.08,75.96,,,,,1.8487759662535366,-121.86183896446624,-1.0868292606897816,-6.087038202054303,23.099921248016095,-33.17943327623682,3.44,1.64,383,"102.3",31,"83.9",2407,"6.3",778220,669257,518692,571771,571970,605141,681624,669242,606192,"54.2",0.561,1.1097192982456143,"2",1,0,3,6,76,5,"Slider",7,10,7,10,10,9,9,10,"Infield shade","Standard",219,"0.158","1.498","76.0","7.2",2.19,"-1.498","102.3",-3,-3,0.087,0.087,29,28,29,28,1,4,3,2,3,1,"3.34","-0.57","-0.57","66.2",18.775589866201084,-8.963476153335357,35.677534796827004,32.268606415604324,31.392431551887267
"FF","2025-04-09","90.3","2.6","5.48","Heim, Jonah",641680,684007,"home_run","hit_into_play",,,,,1,"Jonah Heim homers (3) on a fly ball to center field. Kevin Pillar scores.","R","R","L","CHC","TEX","X",,"fly_ball",1,1,2025,"1.16","1.52",-0.29103342055096326,3.2839255916384595,,,607680,0,5,"Top",90.42,42.22,,,,,-9.633349995447315,-130.9666442858542,-2.608850442952799,15.629435567201938,33.12730276407722,-14.494085500133586,3.54,1.65,398,"102.2",31,"89.2",2370,"6.2",778385,665804,683737,663538,807713,621020,664023,691718,663656,"54.26",0.561,1.1097192982456143,"2",1,0,3,6,32,3,"4-Seam Fastball",1,1,1,1,3,1,3,1,"Standard","Standard",147,"-0.205","1.067","70.6","7.1",2.19,"-1.067","102.2",0,0,0.454,0.546,31,30,32,30,2,1,5,1,6,2,"1.34","1.16","-1.16","39.2",14.742881810021228,-2.271088822945885,19.949249322152934,38.05405617014166,26.420717496457748
"FF","2025-07-23","93.5","-1.48","5.64","Pasquantino, Vinnie",686469,607067,"home_run","hit_into_play",,,,,3,"Vinnie Pasquantino homers (16) on a fly ball to right center field. Adam Frazier scores.","R","L","R","CHC","KC","X",,"fly_ball",0,0,2025,"-0.73","0.99",0.5941866723978719,3.3467394338649568,624428,,,1,1,"Top",205.31,54.71,,,,,7.027097119717404,-136.12803117772845,-2.4177518653671437,-10.562121052924253,27.21568146568774,-19.511514564440503,3.55,1.64,406,"102.1",26,"94.6",2101,"6.7",777031,624512,683737,663538,807713,621020,664023,691718,673548,"53.78",0.573,1.0802641509433963,"2",1,0,3,6,3,1,"4-Seam Fastball",0,0,0,0,2,0,2,0,"Strategic","Standard",216,"-0.123","1.038","71.7","6.6",2.088,"-1.038","102.1",0,0,0.454,0.546,34,27,35,28,1,0,5,2,6,3,"1.6","0.73","-0.73","30.1",14.827616632531678,-10.380116817803106,19.35166170117005,32.304370224399854,30.095096663494072
